Precip_amount,Precip_days,Pressure_mean,Sweden_pressure,Ireland_pressure,Portugal_pressure,Greece_pressure,Temperature_max,Temperature_min,Temperature_SAT,Year,Wheat (tonnes per hectare),Rice (tonnes per hectare),Maize (tonnes per hectare),Soybeans (tonnes per hectare),Potatoes (tonnes per hectare),Beans (tonnes per hectare),Peas (tonnes per hectare),Cassava (tonnes per hectare),Barley (tonnes per hectare),Cocoa beans (tonnes per hectare),Bananas (tonnes per hectare),Nitrogen fertilizer use (kilograms per hectare),Tractors per 100 sq km arable land,Total population (Gapminder),Entity,Land used for cereal (hectares),Cereal production (tonnes),Cereal yield (tonnes per hectare)
199.76006,50.0,1015.6262,1006.5954,997.89526,1013.53094,953.31036,29.89066,-17.47048,781.24475,1976,3.1355,,4.4046,,20.2558,1.3559999999999999,1.4286,,2.9894000000000003,,,,294.007315586263,34266000.0,Poland,7768569.0,20863240.0,2.6856
273.93753,61.0,1012.74036,1004.80664,992.7925,1013.3432,953.5784,29.322744,-13.387952,813.3199,1977,2.8946,,4.0516000000000005,,16.8871,1.2882,1.3462,,2.7492,,,,320.65472555804297,34571000.0,Poland,8001739.0,19399014.0,2.4243
199.94106,50.0,1011.4822,1005.66125,992.19324,1012.4781,950.2295,27.432148,-18.32499,778.9714,1978,3.2551,,3.6263,,19.7693,1.9217,2.0323,,3.0232,,,,349.758651165953,34886000.0,Poland,7852631.0,21536633.0,2.7426
206.90874,55.0,1013.0494,1004.79504,992.6287,1012.1418,951.2298,31.23891,-22.032007,942.84686,1979,2.7032000000000003,,3.8998,,20.3113,1.5937,1.7632,,2.5383,,,,391.17458367458397,35209000.0,Poland,7871605.0,17340564.0,2.2029
241.20453,56.0,1014.45905,1009.18555,995.6324,1012.76917,947.1038,26.823717,-17.458141,625.8208,1980,2.5957000000000003,,3.5443,,11.26,1.3697,1.2791,,2.5861,,,,423.605088571233,35540000.0,Poland,7846509.0,18336070.0,2.3368
256.52057,62.0,1013.68024,1004.3505,995.37085,1014.2222,952.87726,29.6279,-15.571905,931.6845,1981,2.9648000000000003,,4.2048000000000005,,18.8519,2.0855,1.5,,2.7348000000000003,,,,461.460170893054,35878000.0,Poland,7906447.0,19720795.0,2.4943
201.57245,48.0,1016.081,1005.6915,995.5397,1013.7729,955.2457,30.010984,-17.850643,826.60693,1982,3.0734000000000004,,4.1957,,14.6714,2.0420000000000003,1.5238,,2.9493,,,,490.333471416736,36222000.0,Poland,8094248.0,21166289.0,2.615
266.251,68.0,1012.2498,1002.43835,995.5956,1014.69354,955.2337,30.114594,-15.887145,1076.2252,1983,3.3598000000000003,,4.1362000000000005,,15.5292,2.5171,1.8261,,2.9679,,,,523.202293768136,36556000.0,Poland,8105538.0,22098776.0,2.7264
241.98038,57.0,1013.6928,1007.24,996.6241,1012.39343,956.45844,26.195019,-13.217459,845.3057,1984,3.522,,3.827,,17.4394,2.5805,1.8235,,3.3715,,,,554.861369109047,36864000.0,Poland,8159070.0,24392409.0,2.9896000000000003
232.31465,60.0,1012.38354,1007.5648,994.49963,1010.9842,952.8194,28.699728,-25.48147,913.4895,1985,3.4283,,4.2973,,17.4438,2.1552,1.5789,,3.2889999999999997,,,,637.200744262973,37134000.0,Poland,8204988.0,23741480.0,2.8935
213.47266,48.0,1013.9171,1006.8927,992.5509,1012.16394,956.5192,29.489124,-22.69216,1038.6116,1986,3.7045,,5.0706000000000016,,19.4341,1.6274000000000002,2.3333,,3.3040000000000003,,,,683.169704501519,37360000.0,Poland,8237748.0,25035598.0,3.0391000000000004
250.23392,59.0,1014.3999,1007.57605,997.23474,1012.3757,957.0141,26.69584,-28.975306,725.2119,1987,3.7239,,4.6033,,18.7437,1.5228000000000002,2.3571,,3.3714,,,,720.655386740332,37544000.0,Poland,8382642.0,26059921.0,3.1088
233.89232,61.0,1011.4009,1004.4385,992.4452,1012.21936,956.3782,26.67132,-9.343399,948.7888,1988,3.4802,,5.1073,,18.5988,1.9447,2.0278,,3.0428,,,,761.382743362832,37697000.0,Poland,8439011.0,24504330.0,2.9037
197.88539,49.0,1016.0339,1002.0805,995.79956,1014.373,960.3367,27.697289,-6.231264,996.9056,1989,3.8542,,4.7786,,18.5048,1.7869000000000002,1.9756,,3.3272000000000004,,,,799.669765505758,37833000.0,Poland,8376605.0,26957819.0,3.2182
200.09372,49.0,1014.90985,999.9768,994.1642,1016.01807,960.9765,29.038591,-10.159216,991.40393,1990,3.9575,,4.9126,,19.7853,2.6484,2.0,,3.592,,,,823.6030025020849,37960000.0,Poland,8530848.0,28013511.0,3.2838000000000003
252.37172,60.0,1016.0346,1007.10205,996.6308,1012.8688,958.7535,27.53498,-19.164953,702.3114,1991,3.8032,,4.8468,,16.7589,2.3173,2.4043,,3.4404000000000003,,,,820.8635097493041,38083000.0,Poland,8716244.0,27811536.0,3.1908000000000003
236.65195,59.0,1016.1569,1003.8452,999.2908,1014.53314,959.7145,28.179913,-14.451034,966.1524,1992,3.0635000000000003,,3.6699,,13.3086,1.4564,1.5029,,2.3531,,,,817.5629490130431,38198000.0,Poland,8321108.0,19962168.0,2.399
249.38329,60.0,1016.4554,1004.3541,997.3948,1013.8106,959.64905,28.434626,-17.806532,1083.3514,1993,3.3279,,5.316,,20.6004,1.9228,2.008,,2.7873,,,,807.829430269137,38301000.0,Poland,8506171.0,23417080.0,2.753
312.74908,73.0,1012.3022,1002.29987,991.89355,1013.57764,957.7238,31.366463,-17.64903,896.5968,1994,3.1817,,3.7503,,13.5853,1.0574,1.9409999999999998,,2.6026,,,,916.5664335664329,38389000.0,Poland,8480981.0,21763445.0,2.5661
318.54504,78.0,1011.3775,999.7837,994.54443,1013.8958,957.46313,28.4292,-13.115056,863.3284,1995,3.6015,,4.9586000000000015,,16.3505,1.8949,2.2543,,3.1297,,,,928.4926108374381,38459000.0,Poland,8571214.0,25905314.0,3.0224
242.16692,54.0,1016.4176,1011.5332,994.9042,1008.8066,957.3995,31.381292,-20.839306,998.64325,1996,3.4574000000000003,,5.0514,,20.2826,1.8251,2.2776,,3.0419,,,,930.3827477863471,38510000.0,Poland,8720105.0,25297819.0,2.9011
235.373,55.0,1015.6694,1002.88885,997.08496,1012.7133,959.335,31.861177,-21.213093,829.93677,1997,3.2064000000000004,,5.4011000000000005,,15.902500000000002,1.8196,2.2331000000000003,,3.1128,,,,935.6704269598739,38545000.0,Poland,8899413.0,25399486.0,2.8541000000000003
329.20288,71.0,1013.42914,1003.46533,994.5954,1013.1077,958.6379,32.04265,-15.034831,1072.3296,1998,3.6243,,5.8272,,20.0375,1.973,2.2113,,3.1749,,,,932.2828484029311,38564000.0,Poland,8843718.0,27158723.0,3.071
359.78284,72.0,1012.26227,1002.9755,993.8801,1013.3009,957.3888,29.039627,-16.260517,982.3245,1999,3.5042,,5.7506,,15.717,1.9457,2.3375,,3.0711,,,,927.735929505401,38568000.0,Poland,8701304.0,25750319.0,2.9594
279.33755,67.0,1013.9067,1000.47534,997.2678,1014.19055,959.3322,33.899986,-16.130903,1206.9694,2000,3.2268000000000003,,6.0637,,19.3762,1.8634,1.9469,,2.5396,,,,933.8240548845849,38557000.0,Poland,8813629.0,22340612.0,2.5348
269.45905,61.0,1012.25616,1004.3864,993.10876,1011.8399,960.3995,26.761168,-15.014076,928.74005,2001,3.5336000000000003,,6.068300000000002,,16.227,1.7728000000000002,2.0421,,3.1092,,,,963.280329799764,38530000.0,Poland,8820941.0,26960313.0,3.0564
281.08,59.0,1014.21936,1002.067,992.08057,1013.55566,962.57086,30.832102,-19.58061,1157.5697,2002,3.8539,,6.1563,,19.322,1.9389,2.2880000000000003,,3.2072000000000003,,,62.36,1048.8693312836301,38489000.0,Poland,8293400.0,26877272.0,3.2408
182.28589,46.0,1017.01196,1007.20886,995.8456,1012.77423,961.5541,30.78431,-22.264006,1079.9064,2003,3.4047,,5.2862,0.5817,17.9316,1.86,2.0114,,2.7865,,,69.37,1089.4891554778699,38442000.0,Poland,8163257.0,23390757.0,2.8654
266.3897,66.0,1013.1582,1004.50653,996.48395,1013.025,960.8993,25.687735,-16.610931,893.28326,2004,4.2811,,5.6935,1.6007,19.6266,1.8591,2.5405,,3.5218000000000003,,,69.07,1082.79143536875,38400000.0,Poland,8377273.0,29635147.0,3.5376000000000003
251.2672,61.0,1014.2836,1004.49176,998.4466,1013.941,743.3911,31.181593,-16.632097,899.33295,2005,3.9545,,5.7329,1.1284,17.6293,1.8077,2.2551,,3.2172,,,79.6,1183.74351371386,38369000.0,Poland,8328904.0,26927924.0,3.2331000000000003
213.9897,55.0,1015.50586,1007.4747,996.09186,1011.2902,604.1045,30.739515,-25.960783,990.981,2006,3.2447000000000004,,4.1609,1.1429,15.0394,1.2962,1.9031,,2.5898000000000003,,,82.9,1208.99660413972,38354000.0,Poland,8381129.0,21775931.0,2.5982000000000003
318.82288,70.0,1011.9288,1001.3234,994.4464,1013.84686,603.91125,29.962294,-13.5828905,1104.0211,2007,3.9381,,6.5743,1.5813,20.7006,1.9363,2.4112,,3.2523,,,93.65,1313.8712678677198,38353000.0,Poland,8352860.0,27142811.0,3.2495000000000003
246.94397,61.0,1012.9756,1002.40564,993.0832,1012.38214,604.64636,28.623363,-12.156367,995.7911,2008,4.0716,,5.8149000000000015,1.5224,19.0607,1.9757,2.1877,,2.9998,,,88.22,1300.62276841319,38357000.0,Poland,8598806.0,27664297.0,3.2172
302.7399,66.0,1013.1233,1005.75305,994.2467,1010.5564,603.09546,27.679777,-19.727495,999.0107,2009,4.1725,,6.2262,1.6457000000000002,19.1018,1.9976,2.3339000000000003,,3.4433,,,82.3,1307.21863086358,38352000.0,Poland,8582827.0,29826416.0,3.4751000000000003
299.57523,63.0,1012.36346,1006.2916,996.3476,1008.5891,600.0208,30.886263,-24.081345,964.47015,2010,4.428999999999999,,5.9824,1.3757,21.0838,1.8958,2.2839,,3.4997000000000003,,,97.25,,38330000.0,Poland,7597044.0,27228098.0,3.5839999999999996
197.8028,49.0,1016.9116,1005.4393,996.88837,1011.46423,604.7294,29.832954,-18.358707,1112.1156,2011,4.1348,,7.1770000000000005,1.5913000000000002,23.0338,1.9894,2.5823,,3.2671,,,95.29,,38287000.0,Poland,7803026.0,26767403.0,3.4304
265.2698,63.0,1014.7409,1004.9144,998.7816,1014.6249,604.06573,29.770454,-23.743324,1038.9758,2012,4.1438000000000015,,7.3481,1.7076,24.3751,2.1704,2.9129,,3.6018000000000003,,,104.13,,38227000.0,Poland,7704311.0,28543870.0,3.7049
344.4669,67.0,1012.2677,1006.26886,994.2339,1010.99457,602.11597,31.405762,-16.515882,1099.7793,2013,4.4367,,6.5761,,21.0624,2.1106000000000003,2.7369000000000003,,3.5776000000000003,,,98.04,,38158000.0,Poland,7479452.0,28455154.0,3.8044
269.50366,55.0,1013.1279,1005.023,988.42084,1010.87213,603.01807,29.62373,-16.91692,1048.4269,2014,4.9721,,6.588100000000002,,27.7661,2.2001,2.7165,,4.0516000000000005,,,88.78,,38091000.0,Poland,7484956.0,31945433.0,4.268
206.96565,54.0,1014.76605,1000.85675,997.58466,1014.39496,603.8857,29.791374,-11.439914,952.90094,2015,4.5744,,4.7087,,21.0207,1.5749,2.4025000000000003,,3.5277000000000003,,,92.48,,38034000.0,Poland,7511852.0,28002726.0,3.7278
249.64163,59.0,1011.7531,1003.0477,992.293,1012.1903,602.7383,32.932823,-16.537617,1063.7976,2016,4.5802000000000005,,7.3173,1.9297,28.6304,2.6751,2.5471,,3.7594,,,102.74,,37989000.0,Poland,7400264.0,29849223.0,4.0335
253.43855,58.0,1015.5967,1004.3085,996.59814,1012.1225,604.6398,29.6802,-18.61978,1011.39307,2017,4.8773,,7.1545000000000005,2.1748000000000003,27.8503,2.7731000000000003,2.7493000000000003,,3.9768,,,104.42,,37953000.0,Poland,7601996.0,31924964.0,4.1996
174.72467,41.0,1013.4505,1007.2873,992.6082,1010.0394,602.0721,30.894083,-16.509178,1397.9663,2018,4.0626,,5.987,1.8856,25.1381,2.1835,2.2469,,3.1241000000000003,,,,,37922000.0,Poland,7806310.0,26779782.0,3.4305000000000003
