Precip_amount,Precip_days,Pressure_mean,Sweden_pressure,Ireland_pressure,Portugal_pressure,Greece_pressure,Temperature_max,Temperature_min,Temperature_SAT,Year,Wheat (tonnes per hectare),Rice (tonnes per hectare),Maize (tonnes per hectare),Soybeans (tonnes per hectare),Potatoes (tonnes per hectare),Beans (tonnes per hectare),Peas (tonnes per hectare),Cassava (tonnes per hectare),Barley (tonnes per hectare),Cocoa beans (tonnes per hectare),Bananas (tonnes per hectare),Nitrogen fertilizer use (kilograms per hectare),Tractors per 100 sq km arable land,Total population (Gapminder),Entity,Land used for cereal (hectares),Cereal production (tonnes),Cereal yield (tonnes per hectare)
314.0655,38.0,819.5218,1006.5954,997.89526,1013.53094,953.31036,28.475298,-5.8103967,1368.5339,1976,2.5694,4.8503,5.9862,2.7473,16.8372,1.5383,1.2346,,2.6489000000000003,,,,924.51409653994,55538000.0,Italy,5145201.0,16495300.0,3.2060000000000004
386.35803,45.0,818.61743,1004.80664,992.7925,1013.3432,953.5784,28.18243,-4.0740986,1598.0042,1977,2.2308,3.6735,6.5087,3.1429,16.6099,1.5479,1.2312,,2.3027,,,,971.877337322364,55778000.0,Italy,4504694.0,14409200.0,3.1987
528.5243,60.0,815.53986,1005.66125,992.19324,1012.4781,950.2295,27.853739,-5.0174875,1340.1586,1978,2.647,4.9553,6.6401,2.5,16.4873,1.5501,1.3081,,2.7837,,,,1008.56734737065,55989000.0,Italy,5138256.0,17662800.0,3.4375
426.66504,53.0,816.6781,1004.79504,992.6287,1012.1418,951.2298,28.88196,-9.123326,1488.129,1979,2.6013,6.0348000000000015,6.6173,2.6761,17.895400000000006,1.6312,1.5779,,2.6381,,,,1061.71380329253,56178000.0,Italy,5129977.0,17621700.0,3.435
402.0419,50.0,823.1115,1009.18555,995.6324,1012.76917,947.1038,27.857042,-6.4223228,1182.9863,1980,2.6865,5.4955,6.7712,2.64,18.1196,1.5724,1.6002,,2.8739000000000003,,,,1130.6211114626199,56349000.0,Italy,5110637.0,17995200.0,3.5211
308.923,36.0,825.2396,1004.3505,995.37085,1014.2222,952.87726,30.365973,-7.7813177,1520.8442,1981,2.7098,5.2868,7.2816,2.776,18.7682,1.6239,1.6313,,2.9271000000000003,,,,1167.96218043524,56505000.0,Italy,5006438.0,18457268.0,3.6867
258.07477,33.0,826.4846,1005.6915,995.5397,1013.7729,955.2457,31.897404,-4.8983674,1432.2925,1982,2.6959,5.7082000000000015,6.7509000000000015,3.1018000000000003,17.323700000000002,1.6242,1.5857,,3.0476,,,,1204.324381476,56645000.0,Italy,5115001.0,18337400.0,3.585
311.62454,36.0,827.78516,1002.43835,995.5956,1014.69354,955.2337,28.505077,-5.466936,1449.4985,1983,2.6155,5.5956,6.824000000000002,2.5603,17.0469,1.6233000000000002,1.3812,,3.0869999999999997,,,,1281.23685363716,56765000.0,Italy,5127063.0,18081100.0,3.5266
442.06656,51.0,824.9922,1007.24,996.6241,1012.39343,956.45844,27.582127,-4.889387,1234.3285,1984,3.072,5.5925,6.9459,3.0403,17.6613,1.6837,1.7172,,3.7289999999999996,,,,1316.91546663735,56863000.0,Italy,5074307.0,19927800.0,3.9272
391.93185,46.0,824.7475,1007.5648,994.49963,1010.9842,952.8194,28.169737,-10.731725,1437.9573,1985,2.7886,6.0520000000000005,6.888800000000002,3.0542,17.441100000000002,1.5731000000000002,1.7369,,3.4788,,,,1355.94917127072,56937000.0,Italy,4821364.0,18028600.0,3.7393
459.60312,53.0,824.4285,1006.8927,992.5509,1012.16394,956.5192,29.107384,-6.4298754,1513.8859,1986,2.9028,5.9344,7.543100000000001,3.4686000000000003,19.1003,1.6626,1.6841000000000002,,3.3207,,,,1396.81598062954,56984000.0,Italy,4849747.0,18697900.0,3.8554
356.91226,43.0,825.8804,1007.57605,997.23474,1012.3757,957.0141,30.123552,-8.252502,1333.7656,1987,3.0389999999999997,5.6128,7.5011,3.3058,18.7648,1.5345,1.6688,,3.8436,,,,1451.1053502482098,57008000.0,Italy,4693753.0,18399800.0,3.9201
394.6567,49.0,824.69995,1004.4385,992.4452,1012.21936,956.3782,27.287807,-3.8426723,1563.1952,1988,2.765,5.5098,7.464600000000001,3.2595,18.4229,1.7100000000000002,2.2722,,3.4724000000000004,,,,1521.4690779191799,57018000.0,Italy,4570559.0,17400000.0,3.807
300.05862,36.0,828.6698,1002.0805,995.79956,1014.373,960.3367,27.530165,-3.6481361,1559.6503,1989,2.5184,6.0461,7.9079000000000015,3.4022,19.7158,1.6386,2.878,,3.4926000000000004,,,,1556.0713888579999,57029000.0,Italy,4627087.0,17132670.0,3.7027
268.76392,35.0,829.10535,999.9768,994.1642,1016.01807,960.9765,29.564846,-3.7791712,1681.6089,1990,2.9243,6.0278,7.6375,3.3588,19.1624,1.5607,3.3969,,3.6449,,11.5789,,1586.50244118953,57048000.0,Italy,4413402.0,17410540.0,3.9449
335.70398,40.0,826.67,1007.10205,996.6308,1012.8688,958.7535,29.996181,-8.13072,1396.4298,1991,3.5094000000000003,6.0274,7.2624,3.6828,20.0113,1.5893000000000002,3.3592,,3.8008,,12.8205,,1635.7426966292098,57088000.0,Italy,4401724.0,19219130.0,4.3663
309.24652,37.0,828.3728,1003.8452,999.2908,1014.53314,959.7145,27.699081,-4.6965346,1471.7876,1992,3.5506,5.8758,8.6597,3.1316,22.6592,1.6694,3.2354000000000003,,3.8697,,28.428600000000007,,1635.72114285714,57145000.0,Italy,4225437.0,19890867.0,4.7074
232.617,31.0,828.4069,1004.3541,997.3948,1013.8106,959.64905,29.574038,-6.7426567,1532.6416,1993,3.5533,5.6317,8.661200000000001,3.1552,22.4567,1.8092,3.031,,3.8443,,28.428600000000007,,1712.6573099415198,57198000.0,Italy,4075797.0,19771428.0,4.8509
340.60034,41.0,826.09125,1002.29987,991.89355,1013.57764,957.7238,30.567331,-4.0456696,1665.8239,1994,3.4796,5.766100000000002,8.2235,3.3501000000000003,23.3775,1.8178,3.2315,,3.7386,,26.6667,,1789.8511225837399,57214000.0,Italy,4103767.0,19186472.0,4.6753
366.18298,44.0,826.3824,999.7837,994.54443,1013.8958,957.46313,28.939524,-5.2210245,1434.9854,1995,3.2013000000000003,5.5206,8.9695,3.7525,23.2893,1.6351,2.9819999999999998,,3.8011,,26.6667,,1838.05746710129,57174000.0,Italy,4216267.0,19679024.0,4.6674000000000015
392.43634,49.0,825.1193,1011.5332,994.9042,1008.8066,957.3995,30.893063,-4.863548,1543.1274,1996,3.3169999999999997,5.812200000000002,9.3328,3.6951,22.4667,1.7694,3.0900000000000003,,3.758,,33.3333,,1849.7683629380701,57065000.0,Italy,4223665.0,20899946.0,4.9483000000000015
256.48013,30.0,828.4043,1002.88885,997.08496,1012.7133,959.335,30.146883,-2.3977342,1595.4042,1997,2.8563,6.195,9.627,3.8018,22.2609,1.8014,2.2954000000000003,,3.3073,,26.6667,,1891.8732582091397,56904000.0,Italy,4195050.0,19916519.0,4.7476
298.44955,37.0,827.7071,1003.46533,994.5954,1013.1077,958.6379,31.544502,-3.7997065,1662.5446,1998,3.5818000000000003,6.2573,9.3217,3.5039999999999996,24.341800000000006,1.7941,2.5669,,3.8026,,25.2828,,1922.22955937087,56743000.0,Italy,4082355.0,20731020.0,5.0782
313.29962,40.0,876.2546,1002.9755,993.8801,1013.3009,957.3888,30.154654,-6.3002877,1635.1565,1999,3.2434000000000003,6.463500000000002,9.7444,3.5329,24.1843,1.9615,2.76,,3.7115,,24.2391,,1895.9438267992998,56656000.0,Italy,4173966.0,21067676.0,5.0474000000000006
242.34146,32.0,878.61383,1000.47534,997.2678,1014.19055,959.3322,29.517805,-5.576684,1703.8252,2000,3.2133000000000003,5.581,9.5277,3.5761000000000003,25.0695,1.8354,2.6916,,3.6533,,23.3202,,1938.4514683335299,56692000.0,Italy,4137209.0,20660952.0,4.9939
346.14334,45.0,875.3473,1004.3864,993.10876,1011.8399,960.3995,30.902723,-3.5776005,1845.2649,2001,2.8013000000000003,5.8494,9.5135,3.8122,25.090999999999998,1.9289,3.1001000000000003,,3.3805,,24.2464,,2033.8038134068802,56875000.0,Italy,4134297.0,19933158.0,4.8214000000000015
294.87427,36.0,890.864,1002.067,992.08057,1013.55566,962.57086,32.662983,-5.2881613,1806.0596,2002,3.1247000000000003,6.2700000000000005,9.4918,3.8613,24.0997,1.8831,3.1064000000000003,,3.4721,,24.028,77.57,2117.05200917099,57183000.0,Italy,4284649.0,21248429.0,4.9592
235.25319,31.0,891.2253,1007.20886,995.8456,1012.77423,961.5541,33.07774,-4.9224253,1752.7385,2003,2.7482,6.4129000000000005,7.4811,2.6109,21.77,1.4182,3.0321,,3.2958000000000003,,23.9205,80.35,,57565000.0,Italy,4147562.0,17864361.0,4.3072
363.23703,49.0,889.9364,1004.50653,996.48395,1013.025,960.8993,30.58363,-4.9813538,1560.3182,2004,3.6698,6.6317,9.4975,3.4458,25.1485,1.5543,3.1486,,3.7937,,23.8233,82.29,,57948000.0,Italy,4276507.0,23283207.0,5.4444
271.21237,36.0,875.48224,1004.49176,998.4466,1013.941,743.3911,32.077427,-6.61259,1614.8551,2005,3.6352,6.3074,9.3678,3.6303,25.0819,2.1597,3.0926,,3.7946,,23.6197,77.48,,58281000.0,Italy,3995818.0,21423171.0,5.3614000000000015
269.0893,39.0,875.05817,1007.4747,996.09186,1011.2902,604.1045,33.199196,-5.4510555,1664.6694,2006,3.7295,6.2772000000000014,8.7285,3.0987,24.607000000000006,1.5971000000000002,3.1317,,3.877,,22.5,80.52,,58543000.0,Italy,3801047.0,20206559.0,5.3161000000000005
318.31146,43.0,874.7516,1001.3234,994.4464,1013.84686,603.91125,32.55013,-1.5855201,1995.0095,2007,3.4137,6.6240000000000006,9.312,3.1342000000000003,25.6304,2.0075000000000003,3.2342,,3.5548,,23.7607,83.74,,58748000.0,Italy,3933244.0,20350618.0,5.1739999999999995
396.55136,50.0,875.57935,1002.40564,993.0832,1012.38214,604.64636,31.115742,-4.3774924,1729.4103,2008,3.8689,6.1949000000000005,9.5726,3.2121,22.7242,2.023,2.6308,,3.7468,,23.3333,66.75,,58922000.0,Italy,4037602.0,21613374.0,5.3530000000000015
500.689,55.0,873.11554,1005.75305,994.2467,1010.5564,603.09546,30.861671,-4.9804378,1741.9434,2009,3.5859,6.7941,8.604800000000001,3.4759,24.8352,1.883,2.6653,,3.4198,,23.698500000000006,53.82,,59106000.0,Italy,3480655.0,17705746.0,5.0869
507.09467,59.0,872.08704,1006.2916,996.3476,1008.5891,600.0208,29.381115,-4.927879,1668.1918,2010,3.7421,6.1219,9.1672,3.4639,24.968400000000006,1.8827,2.6404,,3.6223,,23.5975,51.78,,59325000.0,Italy,3476388.0,18502904.0,5.322500000000002
364.71072,43.0,876.2035,1005.4393,996.88837,1011.46423,604.7294,30.1521,-3.8193767,1762.3412,2011,3.8335,6.0452,9.8033,3.4024,24.9158,1.894,2.6304000000000003,,3.5208000000000004,,23.4932,55.9,,59589000.0,Italy,3438491.0,19521138.0,5.6772
328.19385,41.0,875.59143,1004.9144,998.7816,1014.6249,604.06573,31.762745,-7.4204273,1771.7927,2012,4.1293000000000015,6.8133,8.0325,2.7591,25.4511,1.919,2.4325,,3.8201,,22.6667,61.82,,59879000.0,Italy,3498385.0,18594126.0,5.3151
514.3901,65.0,837.10406,1006.26886,994.2339,1010.99457,602.11597,31.310385,-3.7898095,1618.6395,2013,3.8441,6.6342,8.6989,3.3906,25.2483,2.2221,2.2674000000000003,,3.6901,,23.81,66.09,,60167000.0,Italy,3459869.0,18214664.0,5.2646000000000015
505.82114,60.0,838.6581,1005.023,988.42084,1010.87213,603.01807,31.380665,-0.7222039,1896.1221,2014,3.8107,6.3148,10.6208,4.0072,26.0834,2.253,2.3113,,3.6374,,24.2143,62.93,,60410000.0,Italy,3392536.0,19396844.0,5.7175
410.63046,46.0,840.4739,1000.85675,997.58466,1014.39496,603.8857,30.282701,-3.371143,1774.7897,2015,3.928,6.6785000000000005,9.7254,3.6151,27.1561,2.0809,2.3469,,3.9323,,23.7758,66.89,,60578000.0,Italy,3275506.0,17694873.0,5.4022000000000014
426.35898,50.0,828.37286,1003.0477,992.293,1012.1903,602.7383,28.768032,-7.6698093,1756.9454,2016,4.203,6.7797,10.3515,3.7539,28.4374,1.9851,2.7996000000000003,,4.0114,,23.525,65.88,,60663000.0,Italy,3253985.0,18219221.0,5.599
277.30942,34.0,832.2914,1004.3085,996.59814,1012.1225,604.6398,32.47044,-6.3388877,1901.5117,2017,3.8562,6.8253,9.3667,3.1629,27.7313,1.8624,2.8469,,3.9289,,23.4931,65.32,,60674000.0,Italy,3140579.0,16251718.0,5.1748
438.51846,56.0,872.23627,1007.2873,992.6082,1010.0394,602.0721,29.47793,-5.264026,1918.319,2018,3.8057,6.587999999999999,10.4516,3.4876,28.163400000000006,1.8688,2.8017000000000003,,3.8491,,23.4612,,,60627000.0,Italy,3105043.0,16346847.0,5.2646000000000015
