Precip_amount,Precip_days,Pressure_mean,Sweden_pressure,Ireland_pressure,Portugal_pressure,Greece_pressure,Temperature_max,Temperature_min,Temperature_SAT,Year,Wheat (tonnes per hectare),Rice (tonnes per hectare),Maize (tonnes per hectare),Soybeans (tonnes per hectare),Potatoes (tonnes per hectare),Beans (tonnes per hectare),Peas (tonnes per hectare),Cassava (tonnes per hectare),Barley (tonnes per hectare),Cocoa beans (tonnes per hectare),Bananas (tonnes per hectare),Nitrogen fertilizer use (kilograms per hectare),Tractors per 100 sq km arable land,Total population (Gapminder),Entity,Land used for cereal (hectares),Cereal production (tonnes),Cereal yield (tonnes per hectare)
432.73572,75.0,1014.5589,1004.3505,995.37085,1014.2222,952.87726,29.153978,-6.9516296,1217.2826,1981,5.011,3.7925,5.8291,2.1591,30.5152,1.75,4.1587000000000005,,3.9476,,,,847.084331849823,54121000.0,France,9714700.0,45941700.0,4.7291
328.66904,62.0,1015.55457,1005.6915,995.5397,1013.7729,955.2457,28.878792,-6.6002345,1125.8857,1982,5.2360000000000015,5.0185,6.3185,2.1122,32.3359,1.8824,4.2788,,4.2027,,,,846.1843521613511,54391000.0,France,9719100.0,48668500.0,5.0075
433.7634,78.0,1015.6339,1002.43835,995.5956,1014.69354,955.2337,29.409122,-6.9403214,1065.2296,1983,5.1274000000000015,5.4286,6.25,2.2,26.05,1.75,4.32,,4.0935000000000015,,,,846.1146641009681,54675000.0,France,9373400.0,46397398.0,4.9499
413.46307,71.0,1013.232,1007.24,996.6241,1012.39343,956.45844,27.77889,-6.5341773,893.7983,1984,6.4597000000000016,3.8696,6.0201,2.0679000000000003,30.2783,1.7283000000000002,4.8947,,5.4622,,,,837.441742938963,54965000.0,France,9728400.0,58144290.0,5.9768
411.05698,72.0,1012.4733,1007.5648,994.49963,1010.9842,952.8194,26.868547,-18.011583,1033.9175,1985,5.9999,5.4964,6.5760000000000005,2.0509,32.4458,1.9101,5.0052,,5.073,,,,832.0035708307761,55255000.0,France,9696400.0,55684180.0,5.7428
444.33786,79.0,1011.9091,1006.8927,992.5509,1012.16394,956.5192,31.970556,-13.055571,990.7578,1986,5.4487000000000005,5.1299,6.1625000000000005,2.0426,31.082600000000006,1.8824,4.0378,,4.7965,,,,825.0361151239031,55545000.0,France,9501600.0,50373694.0,5.3016000000000005
346.6722,69.0,1014.6272,1007.57605,997.23474,1012.3757,957.0141,29.970284,-14.962075,1036.83,1987,5.558400000000002,4.9782,7.150200000000001,2.5975,34.883700000000005,1.8571,4.2018,,5.3109,,,,815.2694445973469,55838000.0,France,9277452.0,52939096.0,5.7062
518.1795,81.0,1011.68524,1004.4385,992.4452,1012.21936,956.3782,26.04393,-5.0937467,1221.9625,1988,6.1509,5.2243,7.2762,2.4894000000000003,36.6216,1.973,5.1126000000000005,,5.3050000000000015,,,,828.271487116151,56126000.0,France,9221092.0,56071405.0,6.0808
322.06534,56.0,1016.37036,1002.0805,995.79956,1014.373,960.3367,29.554985,-4.712346,1241.7335,1989,6.348,6.0368,6.8719,2.2825,28.5082,1.6667,4.4319000000000015,,5.3643,,,,823.268341436146,56404000.0,France,9444447.0,57603036.0,6.0991
342.06616,60.0,1017.0705,999.9768,994.1642,1016.01807,960.9765,29.215885,-4.509049,1381.1548,1990,6.4787,5.9461,6.0186,2.0940000000000003,29.079,1.3058,5.2277000000000005,,5.6845,,,,809.680176330349,56667000.0,France,9060354.0,55110621.0,6.0826
294.9117,60.0,1015.0659,1007.10205,996.6308,1012.8688,958.7535,26.396204,-11.434728,1046.9459,1991,6.6764,5.3273,7.2866,2.4308,32.1625,1.55,4.8299,,6.0872,,,,790.744365245383,56914000.0,France,9219799.0,60262166.0,6.5362
317.18793,52.0,1017.392,1003.8452,999.2908,1014.53314,959.7145,29.134077,-7.903152,1160.7498,1992,6.3992,5.2448000000000015,7.9812,1.7425000000000002,36.5434,1.8001,4.822500000000002,,5.830500000000002,,,,778.846746493789,57147000.0,France,9324538.0,60473755.0,6.4854
314.1745,54.0,1016.85034,1004.3541,997.3948,1013.8106,959.64905,29.169252,-10.129747,1308.0712,1993,6.4739,4.9628000000000005,8.0479,2.4636,36.00760000000001,2.0979,4.9518,,5.553999999999999,,,,754.139449256396,57370000.0,France,8510030.0,55422572.0,6.5126
450.90784,77.0,1014.0029,1002.29987,991.89355,1013.57764,957.7238,30.833279,-6.740199,1252.0007,1994,6.668500000000001,4.57,7.7983,2.5978000000000003,33.5302,2.0932,5.0559,,5.4606,,,,734.960931024193,57587000.0,France,8129016.0,53185122.0,6.5426
435.73706,71.0,1014.8925,999.7837,994.54443,1013.8958,957.46313,29.532356,-7.507921,1138.2351,1995,6.5079,4.8627,7.7182,2.5723000000000003,34.7354,2.2537000000000003,4.7055,,5.5564,,,,721.78109403459,57802000.0,France,8252948.0,53284874.0,6.4565
315.1076,53.0,1012.1419,1011.5332,994.9042,1008.8066,957.3995,30.675879,-7.8666615,1146.9177,1996,7.136100000000001,5.2455,8.3856,2.6717,36.1751,2.2411000000000003,4.7609,,6.2208000000000006,,,,708.596539412249,58012000.0,France,8789940.0,62253510.0,7.082400000000002
326.82135,55.0,1016.3395,1002.88885,997.08496,1012.7133,959.335,27.9418,-10.329307,1325.7598,1997,6.6288,5.8919000000000015,9.0651,2.7641,39.7848,2.226,4.8783,,6.0186,,,,700.050902841254,58221000.0,France,9147848.0,63031639.0,6.890300000000001
361.8157,59.0,1015.2457,1003.46533,994.5954,1013.1077,958.6379,31.577766,-7.3121142,1291.6218,1998,7.6063,5.8281,8.4528,2.5506,37.3559,2.2742,5.1407,,6.519500000000002,,,,695.4907741019761,58444000.0,France,9163034.0,67947149.0,7.4154
403.85367,75.0,1014.2029,1002.9755,993.8801,1013.3009,957.3888,28.789883,-7.789844,1336.3673,1999,7.2395,6.0915,8.952300000000003,2.6622000000000003,39.7361,2.8622,5.3304,,6.2491,,,,691.436324108734,58704000.0,France,8851319.0,64264518.0,7.2604000000000015
352.497,64.0,1016.8292,1000.47534,997.2678,1014.19055,959.3322,30.498493,-7.8391356,1302.8635,2000,7.1175000000000015,5.8358,9.0766,2.5875,39.5987,3.0457,4.5015,,6.33,,,,688.693226397001,59015000.0,France,9089764.0,65732235.0,7.2315
473.14072,79.0,1012.0709,1004.3864,993.10876,1011.8399,960.3995,32.467594,-5.7936244,1330.5294,2001,6.6169,5.3603000000000005,8.571100000000001,2.5617,37.43850000000001,2.8394,3.989,,5.7472,,,,688.971013070827,59384000.0,France,8961009.0,60300838.0,6.7292000000000005
337.83118,60.0,1015.32166,1002.067,992.08057,1013.55566,962.57086,32.322495,-6.4620194,1374.234,2002,7.4455,5.691,8.975100000000003,2.7899000000000003,42.3804,2.8492,4.9192,,6.6876000000000015,,,112.99,688.074643034061,59803000.0,France,9352047.0,69700575.0,7.452999999999999
279.04947,50.0,1015.6314,1007.20886,995.8456,1012.77423,961.5541,33.832306,-9.964611,1521.413,2003,6.25,5.6052,7.150200000000001,1.8251,40.36080000000001,2.8916,4.4018000000000015,,5.5995,,,122.0,672.632181090136,60252000.0,France,8995422.0,55099557.0,6.1253
337.74585,60.0,1014.63654,1004.50653,996.48395,1013.025,960.8993,30.88588,-7.675399,1249.113,2004,7.5788,5.7098,8.9907,2.5104,45.4162,2.5291,4.6933,,6.765700000000002,,,119.31,656.181267829533,60698000.0,France,9395474.0,70642016.0,7.5187
269.02667,56.0,1016.2726,1004.49176,998.4466,1013.941,743.3911,33.226223,-11.168464,1389.6179,2005,6.9887000000000015,5.731400000000002,8.2539,2.4837,42.2227,2.7983,4.195,,6.4362,,,113.15,640.245229828132,61120000.0,France,9218409.0,64210067.0,6.965400000000002
328.8272,57.0,1014.5303,1007.4747,996.09186,1011.2902,604.1045,30.823284,-6.8351774,1301.3274,2006,6.7414000000000005,5.4756,8.581800000000001,2.7173000000000003,40.1909,2.6453,4.2107,,6.2379000000000016,,,113.43,,61509000.0,France,9090572.0,61820445.0,6.8005
414.16763,73.0,1013.9977,1001.3234,994.4464,1013.84686,603.91125,28.759043,-7.6846313,1562.6139,2007,6.2542,4.6354000000000015,9.4821,2.5991,45.33470000000001,2.5334000000000003,3.6109,,5.577000000000001,,,124.08,,61869000.0,France,9137030.0,59578778.0,6.5206
434.50458,74.0,1013.7637,1002.40564,993.0832,1012.38214,604.64636,28.898935,-4.862339,1315.7441,2008,7.101800000000001,5.7599,9.1258,2.8986,43.51940000000001,2.5731,4.4952000000000005,,6.7644,,,108.64,,62209000.0,France,9709048.0,70418032.0,7.2528000000000015
342.65356,56.0,1013.1546,1005.75305,994.2467,1010.5564,603.09546,30.226868,-10.073236,1302.1787,2009,7.4478,5.7406000000000015,8.8934,2.5109,43.7856,2.5521000000000003,4.8091,,6.8363000000000005,,,98.57,,62543000.0,France,9493933.0,70373159.0,7.412400000000001
335.7783,61.0,1011.7245,1006.2916,996.3476,1008.5891,600.0208,29.681665,-9.432453,1191.0319,2010,7.0405000000000015,5.0432000000000015,8.8299,2.7495000000000003,42.15660000000001,2.2626,4.3069000000000015,,6.3852,,,105.79,,62880000.0,France,9314258.0,65839202.0,7.0686
218.30952,45.0,1016.06824,1005.4393,996.88837,1011.46423,604.7294,34.376144,-6.3937974,1557.244,2011,6.6563,5.6263000000000005,9.9668,2.9473000000000003,46.8991,2.1408,3.5812000000000004,,5.6809,,,100.84,,63222000.0,France,9242949.0,63954886.0,6.919300000000002
332.3241,61.0,1016.7586,1004.9144,998.7816,1014.6249,604.06573,30.946154,-12.654912,1286.0803,2012,7.1512,5.5947000000000005,9.0024,2.7815000000000003,41.3769,2.0587,4.0288,,6.7386,,,105.0,,63564000.0,France,9420575.0,68341731.0,7.2545
438.16324,75.0,1011.72595,1006.26886,994.2339,1010.99457,602.11597,28.817495,-7.49608,1056.9541,2013,7.2656,3.94,8.1592,2.5599000000000003,43.156000000000006,1.8627,3.9737,,6.3079,,,112.34,,63894000.0,France,9532772.0,67537681.0,7.0848
402.4567,72.0,1011.2555,1005.023,988.42084,1010.87213,603.01807,29.986458,-2.6495612,1433.1411,2014,7.3530000000000015,4.9784000000000015,10.0505,2.9986,47.97790000000001,1.9269999999999998,3.7101,,6.6475,,,111.73,,64194000.0,France,9605505.0,72579315.0,7.556
319.57983,58.0,1016.67554,1000.85675,997.58466,1014.39496,603.8857,31.387285,-5.4241724,1349.3369,2015,7.8008000000000015,5.0014,8.378400000000001,2.7489999999999997,42.5052,2.1636,3.703,,7.1237,,,115.07,,64453000.0,France,9626902.0,72875854.0,7.57
509.10104,84.0,1011.2198,1003.0477,992.293,1012.1903,602.7383,30.523096,-5.3663683,1220.1334,2016,5.2896,4.8045,8.206,2.4829000000000003,38.8267,2.1247000000000003,2.5294000000000003,,5.444,,,113.28,,64668000.0,France,9597185.0,54398704.0,5.6682000000000015
306.73764,52.0,1014.80396,1004.3085,996.59814,1012.1225,604.6398,34.42694,-8.690752,1512.4733,2017,7.2538,5.3971,10.1239,2.9275,44.04600000000001,2.4136,3.4508,,6.3452,,,114.77,,64843000.0,France,9406524.0,68730244.0,7.3067
469.10718,78.0,1010.9672,1007.2873,992.6082,1010.0394,602.0721,29.391594,-9.51157,1504.1611,2018,6.842700000000002,5.4775,8.9084,2.6036,39.37730000000001,2.2141,3.3015000000000003,,6.3326,,,,,64991000.0,France,9113199.0,62740329.0,6.884600000000002
